Timestamp,CSI Data
2024-09-09 15:26:15,",20,d8:d8:66:4a:d4:1e,-45,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,3443224,0,83,0,128,1,""[83,-80,4,0,-35,10,-35,9,-33,7,-30,7,-26,6,-21,7,-15,7,-10,9,-4,10,1,12,6,15,10,18,13,21,16,24,16,26,16,28,16,29,15,28,14,27,12,24,10,20,10,17,10,13,11,9,12,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,3,21,4,16,5,11,4,7,1,2,-3,-1,-8,-4,-14,-5,-20,-5,-25,-3,-29,-1,-32,1,-33,3,-34,5,-33,6,-30,6,-26,5,-22,3,-17,0,-12,-4,-7,-9,-2,-14,2,-19,5,-24,7,-29,8]"""
2024-09-09 15:26:15,",21,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3579594,0,83,0,128,1,""[83,-80,4,0,-23,26,-23,25,-22,23,-19,21,-16,18,-12,15,-7,13,-2,10,4,8,9,7,15,6,19,5,23,5,27,6,29,7,30,8,30,9,29,9,26,8,24,7,20,6,17,3,15,0,12,-3,11,-5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,22,-2,19,0,15,1,11,2,6,0,0,-3,-5,-6,-9,-11,-11,-16,-13,-21,-13,-25,-12,-28,-11,-30,-9,-31,-7,-30,-6,-28,-4,-25,-4,-20,-3,-15,-4,-9,-5,-3,-7,3,-10,9,-12,14,-16,18,-18,21]"""
2024-09-09 15:26:15,",22,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3589821,0,83,0,128,1,""[83,-80,4,0,5,21,5,21,4,20,4,17,4,15,4,11,4,8,5,4,5,1,6,-3,8,-6,9,-9,11,-11,13,-13,14,-13,15,-14,15,-14,15,-13,14,-12,13,-11,11,-9,8,-8,6,-8,3,-8,2,-8,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,7,-13,7,-11,6,-8,5,-6,2,-4,-1,-2,-5,0,-9,0,-12,0,-16,-1,-18,-3,-19,-4,-20,-6,-20,-7,-19,-8,-18,-8,-15,-8,-12,-6,-9,-4,-7,-2,-4,1,-1,4,1,8,3,11,4,14,5,17]"""
2024-09-09 15:26:15,",23,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3597259,0,83,0,128,1,""[83,-80,4,0,24,25,22,25,21,24,19,21,17,17,14,12,12,7,10,2,9,-4,8,-10,8,-15,8,-20,9,-24,10,-27,12,-29,13,-30,13,-30,13,-29,13,-27,11,-24,9,-21,6,-18,3,-16,-1,-14,-3,-13,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,-2,-23,0,-21,1,-16,2,-11,0,-6,-3,-1,-7,3,-12,7,-17,10,-22,11,-26,11,-29,10,-31,9,-32,7,-31,5,-29,3,-26,2,-21,1,-16,2,-10,3,-3,5,3,7,9,10,13,13,17,17,20,20]"""
2024-09-09 15:26:15,",24,d8:d8:66:4a:d4:1e,-43,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3607371,0,83,0,128,1,""[83,-80,4,0,3,-7,-2,-10,-7,-12,-11,-15,-15,-18,-17,-20,-19,-21,-20,-22,-20,-23,-20,-22,-19,-21,-18,-19,-16,-16,-15,-13,-13,-9,-12,-4,-12,1,-12,5,-13,9,-14,12,-15,15,-16,16,-17,17,-18,18,-18,17,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,2,17,1,20,-1,23,-4,25,-6,26,-8,26,-10,24,-10,21,-10,17,-8,13,-5,9,-1,5,3,1,8,-2,13,-4,18,-5,22,-5,26,-5,29,-5,30,-4,30,-4,29,-3,27,-2,23,-2,20,-2]"""
2024-09-09 15:26:15,",25,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3618155,0,83,0,128,1,""[83,-80,4,0,11,-35,11,-34,11,-32,10,-29,7,-25,4,-20,1,-16,-3,-11,-7,-6,-12,-2,-16,2,-21,5,-25,7,-28,8,-30,9,-32,8,-33,8,-32,7,-30,7,-27,6,-23,5,-19,5,-14,6,-10,7,-7,9,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,-23,3,-21,1,-17,-1,-12,-2,-7,-1,-1,2,5,5,10,9,13,13,16,17,17,22,17,25,16,27,15,29,14,28,11,27,9,24,7,19,6,14,5,8,4,1,4,-6,5,-12,6,-18,7,-24,9,-28]"""
2024-09-09 15:26:15,",26,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3626362,0,83,0,128,1,""[83,-80,4,0,-19,14,-19,13,-18,12,-16,11,-14,10,-11,9,-7,8,-4,7,0,6,4,6,7,6,11,7,13,8,15,9,17,10,17,11,17,11,17,11,16,11,14,10,12,9,10,7,9,4,8,2,8,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,15,-1,13,0,10,1,7,1,4,0,1,-2,-2,-5,-5,-8,-6,-11,-7,-14,-7,-17,-6,-20,-5,-21,-4,-22,-3,-21,-2,-20,-1,-17,-1,-15,-1,-11,-2,-7,-4,-3,-6,1,-8,4,-10,7,-13,9,-15,11]"""
2024-09-09 15:26:15,",27,d8:d8:66:4a:d4:1e,-40,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3636204,0,83,0,128,1,""[83,-80,4,0,3,-6,-2,-8,-7,-10,-11,-13,-15,-15,-17,-17,-19,-18,-20,-19,-20,-19,-20,-19,-20,-18,-19,-16,-17,-14,-15,-11,-13,-7,-11,-3,-10,1,-10,5,-10,9,-10,13,-10,15,-11,17,-11,19,-12,19,-13,19,-4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,0,16,-2,19,-4,22,-7,23,-9,24,-11,23,-12,21,-12,18,-11,15,-9,11,-6,7,-2,4,3,1,8,-1,12,-3,17,-4,21,-5,25,-5,27,-5,28,-4,28,-3,27,-2,25,-2,22,-1,19,-1]"""
2024-09-09 15:26:15,",28,d8:d8:66:4a:d4:1e,-43,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3644492,0,83,0,128,1,""[83,-80,4,0,-9,-1,-8,5,-9,11,-9,16,-10,20,-11,23,-12,25,-13,27,-13,27,-12,27,-12,25,-11,23,-9,21,-7,18,-4,15,0,12,4,10,9,9,13,8,16,8,19,8,21,8,22,9,23,10,23,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-12,11,-13,15,-14,19,-15,22,-14,25,-12,25,-10,25,-8,23,-5,19,-3,15,-2,10,-2,4,-3,-1,-5,-6,-8,-10,-11,-14,-14,-17,-18,-19,-21,-20,-24,-20,-25,-19,-26,-18,-25,-16,-23,-14,-21,-13,-18]"""
2024-09-09 15:26:15,",29,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3656751,0,83,0,128,1,""[83,-80,4,0,33,-15,33,-13,31,-12,28,-11,24,-10,19,-10,13,-10,7,-10,1,-11,-4,-13,-10,-15,-14,-18,-18,-20,-20,-23,-21,-25,-21,-26,-21,-27,-20,-27,-18,-26,-16,-24,-14,-21,-13,-17,-12,-13,-13,-9,-13,-6,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,-23,-3,-21,-4,-16,-5,-11,-4,-7,-2,-3,3,1,7,4,13,5,19,5,23,4,27,2,31,0,32,-2,33,-3,32,-5,29,-5,26,-4,21,-2,16,0,10,4,4,8,-1,13,-5,18,-9,23,-11,28,-13]"""
2024-09-09 15:26:15,",30,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3668877,0,83,0,128,1,""[83,-80,4,0,35,-9,35,-7,34,-6,31,-5,26,-5,21,-6,16,-7,9,-8,3,-9,-3,-12,-8,-14,-13,-17,-17,-20,-20,-23,-21,-25,-21,-27,-21,-28,-21,-28,-19,-27,-16,-25,-14,-21,-12,-17,-11,-13,-11,-8,-12,-5,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,-20,-14,-17,-14,-13,-13,-9,-10,-6,-5,-4,0,-2,6,-1,13,-2,19,-4,23,-6,27,-9,30,-11,31,-13,31,-15,29,-15,27,-14,23,-12,19,-9,15,-5,10,0,6,6,2,12,-2,18,-4,24,-6,28,-7]"""
2024-09-09 15:26:15,",31,d8:d8:66:4a:d4:1e,-43,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3687982,0,83,0,128,1,""[83,-80,4,0,6,3,7,-3,9,-9,11,-14,13,-18,15,-21,16,-23,17,-25,17,-26,17,-25,17,-24,15,-22,13,-20,10,-18,7,-15,2,-12,-3,-11,-8,-10,-12,-9,-16,-9,-19,-10,-21,-11,-23,-12,-23,-13,-24,-14,-6,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-14,4,-17,4,-21,3,-24,2,-27,0,-28,-2,-28,-4,-27,-6,-24,-7,-20,-7,-16,-6,-11,-4,-6,-1,-2,3,1,7,4,12,6,17,8,21,9,25,9,28,9,30,8,30,8,30,7,28,6,24,5,21]"""
2024-09-09 15:26:15,",32,d8:d8:66:4a:d4:1e,-44,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3696558,0,83,0,128,1,""[83,-80,4,0,-33,-17,-32,-18,-30,-18,-27,-17,-24,-14,-20,-10,-17,-6,-14,-1,-11,4,-10,9,-9,15,-8,20,-9,24,-9,28,-11,30,-12,31,-13,31,-14,30,-14,28,-13,25,-12,22,-9,19,-6,16,-3,15,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,14,15,14,11,12,7,9,5,4,4,-2,4,-8,5,-14,8,-19,11,-23,15,-25,18,-26,21,-26,23,-25,23,-23,23,-20,21,-17,17,-14,12,-11,7,-9,0,-8,-7,-8,-13,-8,-19,-10,-24,-12,-27,-14]"""
2024-09-09 15:26:15,",33,d8:d8:66:4a:d4:1e,-40,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3704334,0,83,0,128,1,""[83,-80,4,0,1,3,3,1,5,0,8,-2,9,-3,11,-3,12,-4,13,-4,13,-4,13,-4,12,-4,12,-3,10,-3,9,-3,7,-3,5,-4,3,-5,1,-6,-1,-7,-2,-9,-3,-10,-3,-11,-3,-11,-3,-12,-3,-12,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-7,-1,-8,-1,-10,-2,-11,-4,-12,-5,-12,-6,-12,-7,-11,-8,-9,-8,-8,-7,-6,-6,-5,-4,-3,-2,-2,1,-2,3,-2,6,-2,8,-2,10,-3,12,-3,13,-4,13,-4,13,-5,13,-5,12,-5,11,-4,9]"""
2024-09-09 15:26:15,",34,d8:d8:66:4a:d4:1e,-43,11,1,6,0,0,1,0,0,0,1,-96,0,6,0,3711210,0,83,0,128,1,""[83,-80,4,0,-21,-26,-20,-27,-18,-26,-17,-24,-15,-20,-14,-16,-12,-11,-12,-7,-12,-1,-12,4,-13,8,-15,13,-17,16,-18,19,-20,20,-22,20,-23,20,-23,19,-23,18,-21,16,-18,13,-15,12,-12,11,-9,11,-6,11,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,17,8,16,5,14,3,10,3,5,4,0,6,-4,9,-9,13,-12,16,-14,20,-15,23,-15,26,-14,27,-12,27,-11,25,-9,23,-7,19,-6,14,-5,9,-6,3,-7,-2,-9,-7,-11,-11,-14,-15,-18,-17,-21]"""
